0,1,2,3,4,5,6,7,8,9
19,3,24,22,25,,,,,
35,33,30,31,27,7,16,8,13,
19,31,13,9,,,,,,
28,18,19,17,2,10,13,25,26,
1,2,20,,,,,,,
32,18,17,35,25,16,24,28,25,22
5,28,21,23,17,32,36,1,21,
31,2,5,6,13,17,,,,
19,10,17,15,35,36,24,21,,
30,,,,,,,,,
36,35,,,,,,,,
24,,,,,,,,,
31,2,22,27,,,,,,
5,22,25,8,36,5,,,,
20,,,,,,,,,
14,13,21,30,,,,,,
27,22,15,16,12,8,,,,
30,,,,,,,,,
23,36,,,,,,,,
29,25,26,33,,,,,,
10,21,,,,,,,,
31,30,3,28,18,2,10,,,
24,,,,,,,,,
5,4,3,,,,,,,
17,31,32,,,,,,,
14,25,26,23,26,16,11,,,
9,20,17,36,,,,,,
34,35,11,12,11,,,,,
19,16,8,29,24,25,20,10,21,
6,4,,,,,,,,
12,11,20,22,9,10,3,36,,
1,26,10,18,27,,,,,
36,5,4,,,,,,,
35,30,15,8,10,2,4,,,
30,13,15,31,24,,,,,
36,25,27,22,6,,,,,
31,6,,,,,,,,
18,,,,,,,,,
12,31,23,,,,,,,
1,4,1,13,29,22,14,,,
28,27,20,4,2,19,17,,,
23,26,10,23,,,,,,
20,9,20,26,27,28,27,35,32,
28,35,33,24,,,,,,
4,29,11,15,2,1,14,16,1,36
3,2,4,2,5,4,1,5,,
3,1,2,20,13,8,18,,,
16,13,2,4,14,15,,,,
28,3,5,4,1,,,,,
6,1,12,30,6,,,,,
3,5,,,,,,,,
25,,,,,,,,,
31,6,12,,,,,,,
14,,,,,,,,,
8,9,5,,,,,,,
18,9,17,31,12,25,27,25,14,11
2,17,35,32,14,,,,,
12,15,8,9,22,19,,,,
31,,,,,,,,,
4,9,,,,,,,,
5,1,12,16,30,21,8,,,
2,24,13,,,,,,,
17,9,12,35,34,8,7,11,20,2
10,25,27,26,12,9,17,20,30,
29,24,25,23,31,,,,,
11,36,1,3,10,23,29,28,13,
14,26,22,,,,,,,
16,13,17,10,11,28,8,22,32,13
15,8,9,,,,,,,
35,,,,,,,,,
2,9,,,,,,,,
4,3,1,23,31,21,9,,,
29,7,8,14,,,,,,
32,6,12,7,3,27,,,,
22,31,13,2,5,29,1,8,19,17
10,4,17,8,31,12,,,,
5,3,,,,,,,,
4,36,33,15,14,21,18,,,
4,5,1,35,32,,,,,
4,19,24,28,,,,,,
15,16,8,14,11,21,10,13,6,
26,35,9,6,5,1,3,2,,
17,8,16,2,1,,,,,
1,30,5,1,4,14,25,29,,
32,2,4,,,,,,,
17,10,,,,,,,,
7,14,32,36,35,32,10,19,11,
36,7,16,8,24,28,21,,,
10,5,10,12,14,,,,,
6,18,21,18,34,4,27,3,28,29
24,,,,,,,,,
21,26,6,17,8,11,15,13,16,7
34,36,11,31,10,,,,,
13,15,,,,,,,,
35,,,,,,,,,
14,8,,,,,,,,
36,1,14,27,28,30,17,34,24,
33,32,14,28,,,,,,
20,6,13,8,24,25,6,7,13,15
34,14,6,,,,,,,
16,12,31,12,10,12,,,,
11,12,11,7,5,4,22,25,24,
12,3,18,10,2,1,2,23,,
23,24,3,15,16,,,,,
5,4,31,6,13,17,6,,,
7,,,,,,,,,
19,8,4,3,17,33,3,2,3,
27,3,27,,,,,,,
28,,,,,,,,,
33,21,,,,,,,,
17,9,10,8,,,,,,
34,32,10,12,36,35,1,,,
10,,,,,,,,,
8,14,28,7,,,,,,
24,13,36,34,32,3,14,,,
26,23,8,4,,,,,,
8,35,32,35,14,26,25,9,,
12,21,16,,,,,,,
4,19,2,3,27,13,,,,
27,31,35,9,29,35,34,36,19,
36,11,13,16,6,12,,,,
2,1,,,,,,,,
18,32,10,17,,,,,,
21,12,28,30,,,,,,
16,36,,,,,,,,
2,4,3,27,24,29,,,,
4,22,24,14,6,14,,,,
3,,,,,,,,,
2,1,5,,,,,,,
15,4,2,,,,,,,
21,26,25,20,30,16,,,,
8,,,,,,,,,
6,9,6,2,9,12,10,25,,
19,17,8,24,29,28,3,28,30,13
17,19,20,,,,,,,
30,6,8,,,,,,,
4,16,8,1,36,32,20,,,
7,26,2,31,2,,,,,
28,,,,,,,,,
15,11,28,,,,,,,
17,,,,,,,,,
18,6,12,6,14,22,20,7,6,
8,12,29,28,6,34,,,,
9,2,10,21,7,,,,,
35,,,,,,,,,
8,26,7,21,23,,,,,
24,23,22,14,11,7,,,,
24,12,26,34,32,,,,,
18,19,,,,,,,,
24,5,2,6,30,,,,,
4,,,,,,,,,
5,36,2,18,21,17,,,,
27,,,,,,,,,
19,36,18,19,27,13,16,10,,
24,28,20,19,20,9,,,,
18,10,21,24,5,23,26,29,,
1,30,21,7,15,5,19,,,
9,,,,,,,,,
32,35,,,,,,,,
22,33,4,31,,,,,,
15,1,30,28,22,2,10,8,12,
14,29,17,9,17,9,30,21,,
5,1,,,,,,,,
28,30,12,20,6,,,,,
23,,,,,,,,,
35,1,30,1,3,22,4,26,,
5,30,10,2,14,28,18,,,
11,7,35,,,,,,,
12,6,,,,,,,,
15,16,11,12,23,36,34,,,
36,34,10,6,11,6,,,,
6,8,21,30,22,26,35,21,10,
19,33,32,28,27,,,,,
33,2,34,11,33,14,11,28,27,22
25,4,17,10,7,,,,,
4,21,16,24,29,,,,,
23,22,26,24,26,35,21,10,21,31
14,12,25,27,12,,,,,
30,31,32,15,12,,,,,
13,,,,,,,,,
30,,,,,,,,,
33,20,13,11,33,21,28,24,26,
7,24,29,36,3,36,,,,
29,,,,,,,,,
13,15,16,36,12,24,25,31,,
23,26,13,11,23,,,,,
21,27,24,27,17,8,24,34,36,24
22,17,,,,,,,,
2,,,,,,,,,
28,2,12,9,10,,,,,
7,27,11,16,,,,,,
21,10,8,12,,,,,,
25,1,5,,,,,,,
28,19,20,9,16,14,13,33,,
24,28,30,,,,,,,
16,7,32,36,,,,,,
9,17,21,23,33,35,19,20,32,
24,,,,,,,,,
25,7,21,14,,,,,,
25,29,8,11,7,22,3,,,
36,3,9,,,,,,,
19,23,6,9,22,32,2,,,
13,3,4,5,4,,,,,
14,34,23,22,,,,,,
5,11,4,5,2,1,,,,
25,5,28,16,13,11,,,,
14,7,9,22,,,,,,
12,31,28,27,26,27,,,,
13,3,,,,,,,,
4,30,7,23,16,15,11,,,
22,21,7,11,,,,,,
25,24,18,21,34,14,8,14,12,2
5,4,,,,,,,,
7,26,9,10,17,19,10,,,
36,10,20,30,33,10,,,,
3,1,23,19,18,6,,,,
24,22,,,,,,,,
10,18,,,,,,,,
11,6,31,11,15,14,18,,,
23,13,12,25,22,18,17,9,26,
30,36,33,31,11,15,11,,,
27,11,31,11,15,6,20,9,8,
22,28,27,8,21,,,,,
20,9,17,8,11,6,12,,,
19,18,19,13,,,,,,
21,19,15,6,9,,,,,
28,21,10,28,,,,,,
11,16,3,28,,,,,,
29,24,26,32,,,,,,
9,,,,,,,,,
30,,,,,,,,,
9,3,28,32,20,15,,,,
27,1,3,35,15,8,6,16,20,
35,33,,,,,,,,
23,30,21,23,24,,,,,
21,27,6,20,19,10,,,,
8,11,7,15,12,10,9,13,,
2,,,,,,,,,
10,30,20,17,18,30,20,,,
23,,,,,,,,,
21,28,29,31,11,,,,,
14,25,6,13,16,13,28,3,28,
8,6,5,6,18,,,,,
19,15,1,31,27,14,11,15,8,17
24,18,8,31,,,,,,
4,10,27,25,24,,,,,
7,17,18,,,,,,,
29,23,26,19,8,,,,,
36,16,28,36,8,11,12,17,1,
15,5,25,12,8,24,32,4,,
2,19,,,,,,,,
30,9,16,2,17,,,,,
31,2,23,34,,,,,,
5,2,33,25,18,19,35,24,,
16,12,10,28,30,21,20,9,,
5,17,23,22,4,2,31,,,
14,3,27,22,23,14,,,,
14,16,12,36,,,,,,
13,28,30,,,,,,,
23,4,2,18,2,3,2,,,
24,23,26,25,36,22,16,12,31,
1,21,7,17,21,23,22,36,,
20,22,,,,,,,,
18,23,22,36,35,32,2,27,,
1,31,33,34,3,5,4,1,30,
22,26,18,,,,,,,
4,26,19,3,28,,,,,
23,22,36,32,12,16,20,25,17,
11,13,31,8,13,15,,,,
27,24,26,12,31,7,,,,
6,13,14,35,14,17,7,20,19,9
28,21,,,,,,,,
36,32,35,22,8,,,,,
10,28,29,28,13,23,25,22,14,
30,7,3,8,15,7,14,,,
31,22,,,,,,,,
35,6,31,23,25,27,25,,,
21,20,24,27,,,,,,
1,17,1,,,,,,,
24,3,31,16,36,30,,,,
2,1,30,28,21,,,,,
6,,,,,,,,,
30,,,,,,,,,
32,35,6,33,3,25,,,,
1,,,,,,,,,
16,6,4,22,26,32,,,,
34,33,32,35,6,7,13,15,,
4,30,35,,,,,,,
7,14,8,25,,,,,,
25,29,,,,,,,,
7,11,12,22,36,18,17,33,7,
27,19,10,8,20,16,26,24,22,
9,10,3,17,18,28,8,19,36,
31,13,27,,,,,,,
20,26,24,22,23,27,3,1,20,
25,29,36,32,26,27,12,11,13,15
1,2,19,3,18,,,,,
35,21,12,8,6,14,11,12,,
3,31,20,32,33,,,,,
14,12,3,17,,,,,,
11,,,,,,,,,
12,11,9,8,16,32,26,13,12,9
30,1,,,,,,,,
12,36,,,,,,,,
29,,,,,,,,,
13,6,24,10,9,11,15,18,,
1,8,14,2,10,4,1,15,26,
33,21,28,21,18,23,35,5,2,
3,,,,,,,,,
33,8,9,,,,,,,
31,13,11,6,15,11,20,,,
32,28,11,13,15,11,15,,,
25,27,22,11,16,13,15,,,
18,21,8,10,18,33,18,2,,
30,14,13,6,7,34,9,,,
22,23,,,,,,,,
35,9,28,21,7,,,,,
7,14,,,,,,,,
11,,,,,,,,,
3,25,22,20,,,,,,
29,21,28,,,,,,,
32,2,4,11,,,,,,
31,8,,,,,,,,
18,1,2,,,,,,,
28,12,10,17,18,14,13,17,9,25
15,8,18,24,,,,,,
3,8,12,8,9,10,,,,
3,2,36,12,17,16,11,14,5,
21,33,8,11,8,15,22,,,
25,23,13,16,22,27,3,27,,
32,36,29,3,28,17,3,22,25,
16,13,,,,,,,,
2,17,19,13,18,8,,,,
35,26,23,22,25,24,23,12,,
13,31,13,12,2,16,14,22,26,
22,9,10,17,30,20,17,4,,
13,36,,,,,,,,
10,17,20,12,21,,,,,
19,26,25,26,24,,,,,
35,32,36,20,31,18,,,,
35,22,12,,,,,,,
12,20,19,29,16,11,,,,
28,29,16,14,,,,,,
7,4,21,12,16,8,,,,
17,9,26,25,30,31,19,,,
25,22,24,35,,,,,,
14,25,12,11,13,31,18,,,
5,20,8,19,,,,,,
24,6,22,27,16,,,,,
26,10,9,,,,,,,
10,34,25,26,23,,,,,
27,14,13,,,,,,,
35,28,27,4,3,27,,,,
32,11,35,30,27,16,5,,,
7,,,,,,,,,
17,21,7,32,,,,,,
28,24,1,10,17,25,32,36,,
23,,,,,,,,,
24,25,29,33,36,32,34,18,21,10
26,25,31,,,,,,,
23,33,1,2,34,32,21,30,26,16
27,29,32,14,,,,,,
17,10,21,17,32,36,32,34,36,18
1,35,2,18,8,,,,,
14,3,,,,,,,,
30,35,32,1,5,32,33,14,,
24,22,25,26,6,26,24,,,
14,9,15,6,10,17,13,,,
6,12,24,3,,,,,,
21,36,33,32,33,10,19,8,24,31
1,13,16,5,34,18,21,,,
25,27,22,26,27,28,27,28,29,27
27,25,1,14,,,,,,
14,15,16,33,14,,,,,
28,30,28,3,25,7,15,,,
16,27,25,26,9,,,,,
27,3,,,,,,,,
21,27,24,,,,,,,
8,31,35,34,15,13,,,,
2,4,27,24,7,8,20,,,
14,8,18,3,16,6,23,,,
20,18,20,3,14,8,9,,,
5,27,2,6,8,19,18,5,,
14,8,28,,,,,,,
20,9,8,4,1,2,9,13,,
6,9,22,,,,,,,
14,6,13,6,,,,,,
11,15,28,17,21,31,13,10,19,
16,12,15,32,36,,,,,
28,24,22,19,2,1,2,,,
21,17,8,18,17,6,12,17,22,25
19,2,,,,,,,,
11,35,,,,,,,,
16,8,,,,,,,,
34,17,23,24,22,11,12,,,
32,33,4,,,,,,,
1,14,6,16,6,11,6,15,11,
9,,,,,,,,,
32,13,17,,,,,,,
5,20,18,2,34,25,23,18,17,
1,30,26,,,,,,,
20,29,34,35,28,30,,,,
29,28,30,18,14,12,11,12,,
18,21,18,4,,,,,,
13,15,8,22,,,,,,
33,14,1,3,,,,,,
35,19,21,28,24,,,,,
9,15,33,35,1,,,,,
22,23,26,22,,,,,,
20,10,17,4,5,18,15,16,14,22
9,2,17,,,,,,,
12,11,13,14,7,17,8,26,23,26
21,9,2,19,20,,,,,
26,22,3,31,12,8,36,35,,
19,8,3,18,,,,,,
23,24,27,24,26,36,30,,,
29,6,23,20,22,34,36,,,
31,14,6,14,19,20,17,8,29,
27,23,,,,,,,,
12,6,35,12,,,,,,
30,,,,,,,,,
14,11,,,,,,,,
17,21,3,17,10,21,25,,,
27,25,29,,,,,,,
28,30,25,16,2,1,,,,
32,,,,,,,,,
4,3,30,,,,,,,
22,23,36,9,23,29,22,,,
32,2,27,,,,,,,
22,23,,,,,,,,
4,1,25,31,13,,,,,
21,,,,,,,,,
32,,,,,,,,,
24,26,28,33,6,30,28,,,
29,21,12,10,12,21,23,13,7,21
5,6,34,36,23,22,7,13,15,13
6,13,31,36,35,,,,,
35,34,32,25,6,16,34,,,
19,10,8,10,9,15,7,,,
19,33,36,26,,,,,,
28,21,12,11,4,22,,,,
22,26,2,17,1,7,1,,,
30,,,,,,,,,
8,14,,,,,,,,
23,30,3,,,,,,,
29,30,32,26,27,24,3,5,1,5
27,6,11,8,21,10,,,,
35,,,,,,,,,
3,2,25,21,,,,,,
26,27,15,10,18,,,,,
35,22,21,12,31,4,35,,,
23,22,32,35,36,34,22,,,
1,6,31,,,,,,,
23,25,3,,,,,,,
2,1,30,13,,,,,,
31,24,22,24,,,,,,
33,1,7,19,12,8,18,15,,
28,,,,,,,,,
15,6,16,36,18,2,16,,,
4,18,11,14,13,11,7,16,20,
20,17,,,,,,,,
33,29,,,,,,,,
35,1,10,18,7,,,,,
13,5,14,31,6,11,16,,,
35,34,,,,,,,,
14,15,11,13,10,2,30,16,,
8,14,20,,,,,,,
33,7,21,,,,,,,
26,23,22,24,31,18,20,17,18,
8,11,14,22,23,,,,,
36,35,25,23,,,,,,
4,19,23,,,,,,,
17,8,15,8,9,8,20,17,,
21,4,2,17,36,33,,,,
22,30,1,6,,,,,,
4,31,8,10,,,,,,
29,3,18,21,17,7,32,35,29,
10,28,9,11,31,11,15,14,12,
33,5,24,1,20,22,36,,,
2,10,25,26,,,,,,
27,23,3,,,,,,,
17,,,,,,,,,
31,13,15,12,16,27,25,,,
18,2,,,,,,,,
35,13,31,11,16,23,5,,,
15,13,16,22,12,32,9,,,
19,30,28,,,,,,,
11,4,16,,,,,,,
16,12,31,20,35,33,36,,,
13,8,7,27,,,,,,
32,18,26,24,1,2,17,20,,
16,11,13,16,10,19,18,24,23,
16,24,,,,,,,,
18,24,27,8,15,,,,,
23,24,3,2,12,21,,,,
13,23,,,,,,,,
21,28,30,35,30,36,30,,,
10,8,15,34,36,16,,,,
5,,,,,,,,,
25,16,7,15,7,12,33,34,14,
13,,,,,,,,,
14,12,15,,,,,,,
14,11,32,5,22,25,26,13,19,
25,17,24,8,9,16,14,8,,
11,10,26,18,35,20,,,,
32,26,1,2,9,,,,,
20,6,4,19,20,14,8,17,21,17
6,1,31,33,32,10,18,,,
7,16,15,26,4,29,6,31,,
20,17,20,,,,,,,
14,33,32,6,8,14,23,6,,
2,33,15,,,,,,,
4,9,22,1,,,,,,
23,30,9,18,35,34,25,34,35,
6,12,15,,,,,,,
29,24,19,6,10,17,1,7,24,29
19,12,25,11,,,,,,
20,24,22,,,,,,,
32,,,,,,,,,
25,27,32,,,,,,,
18,5,,,,,,,,
15,10,8,16,12,18,35,23,26,
36,35,7,6,12,14,20,,,
24,21,34,32,34,13,,,,
34,,,,,,,,,
7,32,3,5,28,30,3,27,23,
21,18,33,34,35,,,,,
26,7,21,10,8,7,15,,,
24,28,3,,,,,,,
8,11,15,30,,,,,,
35,34,28,29,33,8,12,10,32,
10,36,32,30,16,12,8,9,,
31,10,14,11,14,34,14,7,11,
25,11,6,12,7,21,,,,
34,3,9,,,,,,,
23,29,34,33,3,5,2,15,12,31
18,20,21,33,25,,,,,
35,34,24,28,30,1,4,20,16,14
10,17,20,17,5,4,,,,
9,,,,,,,,,
5,,,,,,,,,
10,24,,,,,,,,
6,,,,,,,,,
17,2,30,11,13,,,,,
3,15,11,31,21,7,11,1,30,
15,,,,,,,,,
33,14,22,29,24,28,29,33,19,
23,3,9,6,7,14,11,20,17,20
25,7,36,29,34,36,23,,,
36,,,,,,,,,
23,24,20,19,17,,,,,
7,13,18,4,3,13,22,14,,
33,35,14,13,32,12,8,26,22,27
31,,,,,,,,,
2,4,14,17,21,8,15,8,19,9
13,9,20,19,22,28,23,25,16,
35,6,9,,,,,,,
27,,,,,,,,,
2,22,23,12,14,29,14,21,8,
27,26,23,27,,,,,,
28,24,22,23,22,12,6,13,8,26
36,30,5,2,10,18,,,,
36,33,29,27,24,34,,,,
16,14,28,24,26,23,14,8,,
7,,,,,,,,,
6,,,,,,,,,
22,27,,,,,,,,
27,16,3,9,24,29,27,,,
35,32,21,5,25,,,,,
20,18,34,,,,,,,
14,1,13,11,21,32,11,6,,
32,31,12,30,25,29,4,,,
30,14,6,32,9,,,,,
12,7,12,7,,,,,,
19,10,14,,,,,,,
34,35,14,31,5,15,26,5,17,
35,5,29,30,5,,,,,
31,36,,,,,,,,
24,31,28,30,1,4,5,36,8,3
7,8,11,,,,,,,
1,7,34,4,29,5,6,11,16,19
22,24,,,,,,,,
23,22,26,23,18,34,,,,
30,9,33,,,,,,,
10,5,2,3,29,16,1,13,,
35,34,1,31,13,33,,,,
18,21,7,21,7,,,,,
4,28,21,25,26,,,,,
5,14,15,,,,,,,
29,24,22,16,5,4,23,26,30,1
12,10,8,6,,,,,,
32,8,16,12,17,7,17,,,
20,5,14,16,11,32,35,33,,
33,14,,,,,,,,
10,13,22,26,3,34,35,36,,
11,2,5,,,,,,,
5,3,27,12,7,,,,,
16,,,,,,,,,
33,28,11,15,35,14,,,,
11,6,,,,,,,,
30,25,12,30,35,15,16,,,
3,30,12,21,17,18,6,12,3,27
8,18,20,8,9,,,,,
34,28,29,,,,,,,
23,25,35,23,24,5,13,23,,
22,16,11,26,11,14,32,,,
28,21,10,36,34,36,32,34,3,
23,31,26,11,21,,,,,
15,14,13,16,7,,,,,
8,34,32,24,26,,,,,
27,36,12,28,24,26,23,27,,
32,35,20,5,3,4,,,,
33,35,1,21,12,28,18,,,
6,36,34,33,35,34,,,,
30,23,26,5,30,25,10,,,
20,,,,,,,,,
2,19,10,14,8,36,,,,
22,13,5,32,34,16,24,25,,
35,4,7,6,,,,,,
31,,,,,,,,,
8,16,1,,,,,,,
36,19,,,,,,,,
20,17,27,5,28,2,18,8,28,
7,12,7,35,,,,,,
24,27,26,21,,,,,,
3,27,1,9,25,22,,,,
12,36,35,32,3,9,12,19,,
20,18,8,25,11,12,22,31,3,
12,11,14,11,8,22,21,,,
22,27,10,26,25,,,,,
31,11,,,,,,,,
15,11,16,36,35,17,7,9,17,
25,1,6,15,,,,,,
22,28,21,36,3,15,31,25,,
35,34,35,32,15,8,31,13,,
1,2,17,18,26,,,,,
24,29,30,20,9,27,22,17,18,
22,26,22,35,24,28,3,8,,
29,28,27,18,,,,,,
14,9,36,,,,,,,
30,4,20,,,,,,,
27,7,12,22,31,5,,,,
21,30,9,20,17,21,,,,
28,,,,,,,,,
28,30,4,29,1,30,4,,,
31,,,,,,,,,
13,24,27,36,22,,,,,
11,6,8,2,23,16,18,29,24,
31,,,,,,,,,
4,5,4,15,31,18,10,9,10,31
13,8,23,26,22,14,17,,,
3,,,,,,,,,
32,35,36,33,23,25,29,,,
1,7,3,4,22,,,,,
11,,,,,,,,,
7,24,,,,,,,,
11,,,,,,,,,
34,32,16,14,7,12,,,,
14,32,,,,,,,,
8,23,,,,,,,,
8,15,,,,,,,,
28,21,8,16,12,24,28,35,27,
13,11,,,,,,,,
34,15,26,27,10,21,3,1,27,29
2,3,5,13,16,1,23,25,27,29
11,15,4,2,5,6,27,,,
25,23,16,34,32,36,32,14,16,
11,10,,,,,,,,
8,28,3,8,13,11,4,31,15,
27,17,21,8,31,14,22,12,8,27
22,4,10,19,17,14,,,,
33,36,16,8,6,11,10,18,,
15,8,22,26,5,1,29,15,11,
30,,,,,,,,,
4,3,2,3,27,4,31,,,
8,16,,,,,,,,
8,13,31,30,24,,,,,
13,18,,,,,,,,
34,12,,,,,,,,
7,16,3,,,,,,,
7,32,33,32,,,,,,
36,,,,,,,,,
6,4,29,,,,,,,
6,13,,,,,,,,
1,29,6,11,15,33,15,12,11,
12,8,33,34,,,,,,
17,,,,,,,,,
30,28,2,9,,,,,,
34,9,20,18,20,9,,,,
10,2,4,16,10,32,35,36,4,
20,11,20,19,18,8,31,11,,
19,,,,,,,,,
15,6,11,16,,,,,,
21,31,17,4,7,35,30,31,18,
18,27,24,36,5,8,2,5,2,14
9,18,,,,,,,,
32,5,1,4,,,,,,
11,28,10,12,2,,,,,
22,25,26,23,30,16,,,,
13,9,13,16,15,7,,,,
16,3,,,,,,,,
9,,,,,,,,,
26,4,23,28,2,3,5,4,,
31,8,13,2,9,17,19,,,
25,22,,,,,,,,
4,5,28,18,36,28,6,11,26,32
12,4,2,31,21,30,10,32,,
2,20,19,10,18,24,14,35,21,
19,22,18,21,,,,,,
7,10,2,22,36,32,,,,
4,3,14,6,21,18,16,1,,
28,30,6,14,,,,,,
3,4,5,8,12,6,8,,,
10,,,,,,,,,
14,15,4,11,17,2,18,,,
20,17,12,11,28,34,33,,,
5,30,5,6,,,,,,
13,23,36,35,,,,,,
2,8,13,4,18,20,18,20,12,22
29,,,,,,,,,
25,26,,,,,,,,
28,3,24,30,19,10,36,14,16,19
31,17,,,,,,,,
14,,,,,,,,,
18,33,31,,,,,,,
5,4,13,7,9,7,29,24,7,14
23,,,,,,,,,
32,35,10,12,9,34,17,8,16,25
28,19,17,5,8,15,32,34,32,35
22,33,32,12,5,,,,,
2,,,,,,,,,
3,5,24,27,,,,,,
8,19,,,,,,,,
31,6,7,8,17,19,18,20,30,31
29,25,5,27,3,12,4,2,30,
13,3,7,15,14,18,28,33,30,31
29,31,30,3,12,,,,,
33,18,17,36,35,4,,,,
1,18,1,3,27,17,19,,,
17,,,,,,,,,
16,,,,,,,,,
3,30,12,9,36,33,27,29,26,18
15,,,,,,,,,
21,,,,,,,,,
33,8,36,,,,,,,
18,17,20,27,3,35,33,14,11,
3,1,,,,,,,,
26,17,12,16,11,,,,,
24,,,,,,,,,
14,,,,,,,,,
16,,,,,,,,,
13,19,10,24,25,,,,,
21,,,,,,,,,
2,5,34,28,3,5,,,,
7,26,24,11,16,6,13,,,
4,12,6,9,32,1,15,31,,
6,31,8,12,26,27,11,21,24,6
15,,,,,,,,,
23,15,5,36,34,33,,,,
7,21,28,3,4,32,24,3,14,
35,7,21,8,10,,,,,
26,24,,,,,,,,
18,3,27,24,27,,,,,
13,16,26,22,4,26,20,35,,
12,5,14,15,14,6,31,32,34,
29,20,19,2,18,3,,,,
29,,,,,,,,,
30,,,,,,,,,
15,8,10,7,6,11,8,18,20,
6,31,32,7,19,18,35,25,23,
33,,,,,,,,,
36,34,36,34,33,29,8,11,7,29
12,8,29,,,,,,,
8,23,22,6,30,5,35,3,2,
22,8,15,30,36,32,26,,,
12,11,12,15,7,25,14,19,,
5,,,,,,,,,
17,8,27,26,29,30,8,21,31,11
28,,,,,,,,,
20,30,28,32,31,12,,,,
14,,,,,,,,,
9,16,14,26,,,,,,
7,14,6,11,,,,,,
16,14,24,25,24,26,24,,,
14,16,25,28,,,,,,
20,,,,,,,,,
17,9,7,,,,,,,
4,31,3,17,22,13,15,16,,
7,32,34,33,22,36,33,5,3,5
10,19,27,28,1,4,1,,,
35,6,16,36,,,,,,
32,31,9,2,,,,,,
17,16,13,7,29,4,6,15,4,
9,7,8,3,35,36,35,33,28,
6,7,,,,,,,,
8,19,20,22,,,,,,
13,10,2,18,3,9,,,,
33,36,27,5,33,32,20,35,,
16,14,11,6,12,6,31,,,
15,13,19,5,30,1,,,,
9,31,11,,,,,,,
29,6,31,30,15,12,15,,,
13,,,,,,,,,
32,27,8,17,,,,,,
32,19,8,,,,,,,
7,17,8,11,18,6,,,,
24,5,8,12,14,11,12,,,
28,24,32,35,26,24,26,3,33,
35,31,18,36,33,21,,,,
12,7,31,28,4,21,28,,,
1,10,18,10,13,,,,,
27,,,,,,,,,
9,8,18,14,35,31,,,,
9,26,20,21,28,32,,,,
25,,,,,,,,,
24,8,,,,,,,,
34,8,31,9,3,1,,,,
35,34,36,,,,,,,
13,11,16,3,28,10,9,,,
14,,,,,,,,,
23,,,,,,,,,
15,13,29,19,18,9,14,15,20,
32,30,1,3,18,28,21,7,6,
4,13,15,8,16,11,7,26,,
27,19,9,27,28,2,25,23,36,34
30,22,32,4,17,14,11,31,26,10
3,22,,,,,,,,
35,34,6,7,16,1,3,27,22,
21,7,4,9,8,22,,,,
13,20,21,12,15,8,9,5,32,
21,16,13,36,13,31,11,,,
11,,,,,,,,,
2,14,,,,,,,,
21,18,19,,,,,,,
32,21,19,12,,,,,,
5,31,13,14,15,11,9,32,15,11
36,3,34,32,36,,,,,
26,27,28,21,8,36,,,,
20,,,,,,,,,
35,27,13,15,23,24,25,3,25,2
12,28,30,22,35,10,,,,
15,12,30,31,13,23,33,35,,
2,19,8,,,,,,,
31,18,10,21,10,9,8,17,,
8,14,3,,,,,,,
14,6,23,,,,,,,
29,26,24,23,27,4,8,18,20,18
19,2,6,,,,,,,
20,,,,,,,,,
19,25,9,18,22,26,,,,
1,28,29,4,3,11,18,,,
23,26,27,15,28,,,,,
18,36,32,22,33,35,27,14,,
6,24,36,33,10,,,,,
1,4,14,16,26,27,25,26,,
2,27,29,28,5,21,27,30,4,
30,35,36,35,29,,,,,
4,5,3,18,,,,,,
10,18,11,12,,,,,,
6,,,,,,,,,
4,,,,,,,,,
17,,,,,,,,,
20,23,8,17,20,18,,,,
5,3,15,8,6,,,,,
5,2,12,15,21,30,,,,
6,14,,,,,,,,
15,12,16,13,31,,,,,
3,,,,,,,,,
21,28,29,24,25,10,28,,,
22,29,,,,,,,,
30,,,,,,,,,
2,19,18,3,9,36,33,35,11,13
35,,,,,,,,,
32,22,6,13,34,36,30,5,,
26,16,12,21,28,18,,,,
19,18,,,,,,,,
2,9,2,17,,,,,,
16,11,8,36,32,34,3,17,,
23,3,4,,,,,,,
23,10,16,24,35,20,12,3,,
21,7,24,29,,,,,,
11,14,,,,,,,,
27,6,,,,,,,,
13,15,1,30,29,24,16,6,,
26,,,,,,,,,
4,,,,,,,,,
2,3,,,,,,,,
18,24,33,36,9,,,,,
35,29,8,31,11,10,1,5,,
14,6,14,8,17,36,34,,,
20,5,23,34,13,22,5,3,,
10,16,7,,,,,,,
1,23,5,2,4,5,26,,,
26,1,30,,,,,,,
17,20,18,31,30,,,,,
16,22,25,,,,,,,
2,30,19,10,27,13,16,6,10,
3,2,,,,,,,,
12,,,,,,,,,
29,18,14,20,19,35,2,18,10,
10,9,18,2,17,,,,,
15,19,35,32,35,,,,,
22,25,2,26,27,33,25,14,11,4
20,,,,,,,,,
26,4,17,8,,,,,,
33,,,,,,,,,
5,,,,,,,,,
33,18,31,25,11,,,,,
31,32,5,12,,,,,,
15,8,25,20,35,14,3,2,23,20
18,31,21,23,15,22,1,4,32,31
17,35,9,24,31,29,27,,,
3,12,24,3,34,19,,,,
24,,,,,,,,,
20,31,15,18,36,14,24,30,5,
17,18,20,19,22,26,,,,
15,16,13,35,,,,,,
20,23,,,,,,,,
22,25,29,25,,,,,,
